after,befer,score
慢性肝炎、心绞痛,肝功能异常、心绞痛,50.0
全身性骨关节炎、角膜炎、干燥综合征,过敏性性结膜炎、全身性骨关节炎、角膜炎、干燥综合征,68.18181818181817
盆腔肿物、黄褐斑,子宫内膜异位症、黄褐斑,30.0
糖尿病,高血糖,33.33333333333333
男性勃起功能障碍,男性勃起功能障碍、勃起功能障碍,57.14285714285714
恶露不尽,早期流产,0.0
胃肠炎,胃溃疡,33.33333333333333
支气管炎,肺炎,50.0
慢性肝炎,酒精肝,33.33333333333333
性功能障碍,勃起功能障碍,66.66666666666666
胃溃疡,胃酸过多,25.0
过敏性鼻炎,慢性特发性荨麻疹及常年性过敏性鼻炎,29.411764705882355
糖尿病,高血糖,33.33333333333333
 心律不齐、银屑病,窦性心律不齐、银屑病,77.77777777777779
高血压,心绞痛,0.0
肺炎,肺炎康复 医生让吃这个药,18.181818181818183
神经衰弱,气血不足,0.0
胃炎,胃酸过多,25.0
心绞痛,胸痛,50.0
眩晕,头晕和眩晕,40.0
高血压,先兆流产,0.0
癫痫,小儿癫痫,50.0
前列腺炎,前列腺增生,60.0
高血压病、心绞痛,高血压、心绞痛,100.0
糖尿病,高血糖,33.33333333333333
泌尿系结石,心功能不全;泌尿系结石,50.0
冠心病,胸痛、心肌炎,20.0
高血压,心绞痛,0.0
高血压病,窦性心律不齐,0.0
阴道炎,细菌性阴道病,33.33333333333333
前列腺炎,慢性前列腺炎,66.66666666666666
脑梗死、高脂血症、慢性支气管炎,肺栓塞、高脂血症、咳嗽,44.44444444444444
勃起功能障碍,阳痿,0.0
失眠症,失眠,100.0
癫痫,小儿癫痫,50.0
心绞痛,胸痛,50.0
2型糖尿病、脑梗塞,2型糖尿病、脑血管病后遗症,50.0
冠心病,胸痛,0.0
记忆障碍症、胸痛,老年性痴呆症、心绞痛,22.22222222222222
消化不良、赖氨酸缺乏,消化不良、锌缺乏,85.71428571428571
肾虚证 关节炎,前列腺炎性疾病、尿频病、足膝红肿,7.142857142857142
痛风性关节炎,关节炎,100.0
失眠,肾精不足,0.0
心绞痛,冠心病,33.33333333333333
糖尿病,高血糖,33.33333333333333
细菌性阴道炎,真菌性阴道炎,83.33333333333334
角膜炎,角膜炎、细菌性角膜炎,33.33333333333333
脑梗塞、高血压,脑血管病、高血压,57.14285714285714
乙型肝炎,乙肝,100.0
特白细胞减少、类风湿关节炎,特指白细胞疾患、类风湿关节炎,76.92307692307693
扁平疣    ,扁平疣,100.0
扁平疣       痤疮,扁平疣    ,100.0
类风湿性关节炎 ,类风湿性关节炎、类风湿关节炎,53.84615384615385
2型糖尿病,2型糖尿病、高血糖,62.5
气血亏虚,无力，免疫力低下,0.0
细菌性阴道炎,真菌性阴道炎,83.33333333333334
心律失常,窦性心律不齐,33.33333333333333
癫痫,小儿癫痫,50.0
冠心病,胸痛,0.0
心绞痛,室性早搏,0.0
糖尿病,高血糖,33.33333333333333
癫痫,癫痫、小儿癫痫,33.33333333333333
气血虚,全身无力，气血虚,42.857142857142854
干眼症,干燥综合征,20.0
蜂窝组织炎,乳腺炎,33.33333333333333
冠心病,胸痛,0.0
过敏性结膜炎,过敏性性结膜炎,85.71428571428571
胃溃疡,胃胀、胃溃疡,60.0
癫痫,小儿癫痫,50.0
神经衰弱,双腿无力,0.0
肠道菌群失调,慢性支气管炎,0.0
支气管哮喘,咳嗽,0.0
天疱疮,天疱疮,100.0
脑动脉硬化、偏头痛,血管性痴呆、眩晕综合征,0.0
肺肾两虚,肾小球肾炎,20.0
慢性乙肝,肝硬化,33.33333333333333
前列腺增生症,排尿困难,0.0
乳腺增生,乳腺炎,66.66666666666666
神经衰弱症,睡眠不好，多梦 ,0.0
皮肤创面,脸部创伤,25.0
糖尿病,高血糖,33.33333333333333
面神经麻痹,脑卒中后遗症,0.0
肾虚,早泄,0.0
前列腺增生,排尿困难,0.0
肾阴虚,腰膝酸痛，口干咽噪,0.0
脚癣,脚气,50.0
冠心病,肺栓塞,0.0
喘息性支气管炎,咳嗽,0.0
哮喘,支气管炎、哮喘、肺气肿,22.22222222222222
哮喘、鼻窦炎,哮喘,100.0
急性肝炎,急性病毒性肝炎,57.14285714285714
抑郁症,偏头痛,0.0
癫痫,神经官能症,0.0
肺肾两虚,腰背痛,0.0
缺血性脑血管病,慢性缺血性脑血管病,77.77777777777779
癫痫,小儿癫痫,50.0
哮喘,哮喘、小儿哮喘,33.33333333333333
高血压、前列腺增生,高血压、前列腺炎、前列腺增生,66.66666666666666
脱发,前列腺增生,0.0
脾气虚症,脾虚证,66.66666666666666
痛风,尿酸高,0.0
癫痫,小儿癫痫,50.0
慢性肾功能不全,腰背痛,0.0
糖尿病、慢性乙型病毒性肝炎、高血压,高血糖、慢性乙型病毒性肝炎、继发性高血压,77.77777777777779
冠心病,脑血管病,25.0
失眠症,神经衰弱,0.0
非典型分枝杆菌感染 咽喉炎,非典型分枝杆菌感染 肝炎,90.9090909090909
视网膜静脉阻塞,增强型心绞痛,0.0
冠心病,脑血管病,25.0
冠心病,胸痛,0.0
四肢扭伤,类风湿性关节炎,0.0
冠心病,胸痛,0.0
慢性肾衰竭,弱精症,0.0
白细胞减少症,白细胞减少的疾病,62.5
糖尿病,高血糖,33.33333333333333
糖尿病,高血糖,33.33333333333333
心绞痛,高脂血症,0.0
功能性消化不良,胃肠功能紊乱,33.33333333333333
上呼吸道感染,预防,0.0
糖尿病,糖尿病、高血糖,50.0
类风湿性关节炎    骨质疏松,类风湿性关节炎,100.0
膝骨关节炎,膝关节炎,100.0
胃炎,子宫收缩不良,0.0
慢性肝炎,酒精肝,33.33333333333333
糖尿病,高血糖,33.33333333333333
 前列腺炎,慢性前列腺炎,66.66666666666666
消化不良,胃肠功能紊乱,0.0
银屑病,白癜风、银屑病,50.0
慢性鼻炎,慢性鼻炎及鼻窦炎,50.0
心绞痛,胸痛,50.0
风湿性关节炎,骨质增生,0.0
慢性肝炎,肝功能异常,20.0
癫痫,小儿癫痫,50.0
痛风性关节炎,关节炎,100.0
股癣,湿疹,0.0
子宫炎,子宫颈息肉,40.0
脑梗塞,脑血管病,25.0
肾虚证   脾虚证,肾虚，脾胃弱、肾虚证,62.5
冠心病,脑血管病,25.0
帕金森病 ,帕金森病性痴呆,57.14285714285714
绞痛,窦性心律不齐,0.0
心绞痛,绞痛,100.0
慢性肝炎,慢性病,66.66666666666666
冠心病,窦性心律不齐,16.666666666666664
流行性感冒、冠心病,流行性感冒、脑血管病,66.66666666666666
角膜炎   干眼症,角膜炎,100.0
慢性乙肝,酒精肝,33.33333333333333
牙龈炎,口腔炎,33.33333333333333
慢性肝炎,肝功能异常,20.0
高血压病,高血压,100.0
盆腔炎,膀胱炎,33.33333333333333
糖尿病,高血糖,33.33333333333333
冠心病,窦性心律不齐,16.666666666666664
肾虚,早泄,0.0
皮炎、白癜风,皮炎、白癜风、脂溢性皮炎,50.0
鼻炎,鼻炎多少年了，早上鼻子痒痒流鼻涕，有血丝,11.11111111111111
癫痫,小儿癫痫,50.0
高血压病、叶酸缺乏,高血压病、叶酸片,85.71428571428571
细菌性阴道炎,急性咽炎,50.0
肥胖症,胖,100.0
关节炎,疼痛,0.0
脾胃虚弱证,脾胃虚弱证、脾虚证,62.5
过敏性鼻炎,风热犯肺证,0.0
支气管扩张伴感染,支气管扩张,100.0
心绞痛,胸痛、心绞痛,60.0
冠心病,窦性心律不齐,16.666666666666664
低钙血症,头发稀少,0.0
消化不良,胃肠功能紊乱,0.0
周围神经损伤、心肌炎,周围神经损伤、耳鸣、心肌炎,81.81818181818183
脑梗塞,脑梗后脑部有阴影,25.0
 角膜炎,大泡性角膜炎,50.0
营养不良,佝偻病,0.0
哮喘,支气管炎;哮喘,33.33333333333333
心绞痛,心力衰竭,25.0
痛风,痛风性滑囊炎,33.33333333333333
脑梗塞,脑血管病,25.0
美尼尔综合征、脑梗塞后遗症,美尼尔综合征、慢性脑血管病后遗症,66.66666666666666
早泄、勃起功能障碍,早泄、阳痿,50.0
脑血管病，冠心病,脑血管病,100.0
肝阳上亢,头痛,0.0
慢性肠炎,腹泻,0.0
癫痫,小儿癫痫,50.0
脑梗塞后遗症,脑梗后脑部有阴影,37.5
流感,备药,0.0
扭伤,扭扭,50.0
头痛,神经衰弱,0.0
周围神经炎 ,偏头痛,0.0
失眠,入睡障碍性失眠,28.57142857142857
失眠,抑郁症,0.0
性功能障碍,勃起功能障碍,66.66666666666666
慢性肝炎,肝豆状核变性患者,12.5
扭伤 ,扭扭,50.0
扭伤,扭扭,50.0
冠心病,胸痛,0.0
关节痛,经痛,50.0
感冒,普通感冒,50.0
单纯性缺铁性贫血,补血补气,25.0
抑郁症 头晕,抑郁症,100.0
高脂血症 高血压病,高脂血症,100.0
慢性阻塞性肺病,慢性阻塞性肺病、慢性支气管炎,53.84615384615385
抑郁症,失眠,0.0
高血压、冠心病,高血压、心肌炎,66.66666666666666
慢性胃炎,肠炎,50.0
高血压病,心力衰竭,0.0
胃溃疡,肠炎,0.0
 2型糖尿病 高血压病、心绞痛,糖尿病、2型糖尿病、高血糖、高血压病、心绞痛,66.66666666666666
喘息性支气管炎,哮喘,50.0
高脂血症、糖尿病、高血压病,高脂血症、高血糖、高血压病、脑血管病,66.66666666666666
性功能障碍,硬度不好,0.0
扭伤,扭扭,50.0
头痛月经不规则,咽痛、月经不规则,85.71428571428571
前列腺炎,前列腺,100.0
钙缺乏,头发稀少,0.0
足癣,脚气,0.0
上呼吸道感染,普通感冒,25.0
风湿性关节炎,风湿骨病,50.0
缺铁性贫血,小儿缺铁性贫血,71.42857142857143
失眠症,失眠,100.0
慢性支气管炎,慢性阻塞性肺病、慢性支气管炎,46.15384615384615
关节炎,风湿骨病,0.0
糖尿病,高血糖,33.33333333333333
性功能障碍,勃起功能障碍,66.66666666666666
高脂血症 反流性食管炎 脑梗塞后遗症 便秘,高脂血症、反流性食管炎,100.0
偏头痛，心律不齐，冠心病,窦性心律不齐、失眠、头痛,60.0
尿道结石 慢性肾炎,尿道结石,100.0
关节炎,关节疼,66.66666666666666
膝关节扭伤,扭伤,100.0
外伤,跌打损伤,25.0
肾虚,补肾,50.0
银屑病 湿疹,银屑病,100.0
消化不良,慢性支气管炎,0.0
胸痹,高血压病,0.0
软组织肿胀,软组织疾患,60.0
高血压病,头痛,0.0
脾胃虚弱,厌食病,0.0
失眠,失眠健忘，短气,33.33333333333333
抑郁症,神经性头痛,0.0
哮喘,小儿哮喘,50.0
糖尿病 胃溃疡,高血糖、胃溃疡,66.66666666666666
癫痫,小儿癫痫,50.0
高脂血症、高血压病、冠心病、痛性肌痉挛,高脂血症、高血压病、高血压、冠心病、痛性肌痉挛,84.21052631578947
全身性骨关节炎,全身性骨关节炎、风湿病,70.0
性功能障碍,勃起功能障碍,66.66666666666666
烫伤,腿受伤,33.33333333333333
支气管哮喘,咳嗽,0.0
感冒,头痛,0.0
乙肝,肝硬化,33.33333333333333
肝阳上亢,头痛,0.0
骨质增生,骨质增生、关节炎,57.14285714285714
失眠,失眠健忘，短气,33.33333333333333
冠心病,胸痛,0.0
痛风,高尿酸血症,0.0
慢性肝炎,脂肪肝,33.33333333333333
急性支气管炎,急性支气管炎、变应性哮喘,54.54545454545454
腰痛,局部麻醉,0.0
前列腺增生,排尿困难,0.0
脾气亏虚证,头晕,0.0
过敏性结膜炎,过敏性性结膜炎,85.71428571428571
咽喉炎,咽炎,100.0
肾功能异常,肾功能异常、肾功能衰竭,50.0
上呼吸道感染,普通感冒,25.0
慢性胃炎,胃食管反流,20.0
颈椎病,肠炎,0.0
肾炎,小便不利,0.0
 角膜炎,大泡性角膜炎,50.0
糖尿病,高血糖,33.33333333333333
癫痫,继发性癫痫,40.0
消化不良,胃溃疡,0.0
男性勃起障碍,男性勃起障碍、阳痿,75.0
勃起功能障碍,勃起障碍、勃起功能障碍,60.0
糖尿病,高血糖,33.33333333333333
阴道炎,异味,0.0
窦性心动过速,甲亢,0.0
失眠 ,失眠 神经衰弱 眩晕症 精神分裂症 抑郁症,11.76470588235294
高脂血症,高血脂,66.66666666666666
盆腔炎,腹痛,0.0
缺铁性贫血,小儿缺铁性贫血,71.42857142857143
心脾两虚,强迫症,0.0
高脂血症,高血脂,66.66666666666666
冠心病,胸痛,0.0
乙肝,肝硬化,33.33333333333333
角膜炎,大泡性角膜炎,50.0
上呼吸道感染,细菌性痢疾,0.0
肾虚,腰酸,0.0
心律失常、肾虚证,窦性心律不齐、肾虚证,55.55555555555556
肾虚,阴虚火旺证,20.0
失眠,神经官能症,0.0
肾阳虚证,小腿正常冰凉，稍微活动就好点,0.0
2型糖尿病,高血糖,33.33333333333333
脑发育不全,语言发育迟缓，大脑发育迟缓,25.0
抑郁症,强迫综合征 焦虑状态,0.0
脑梗塞,脑血管病,25.0
心律失常,心律失常、窦性心律不齐,40.0
慢性乙肝,肝硬化,33.33333333333333
心律不齐,窦性心律不齐,66.66666666666666
肾阳虚证,补肾,50.0
饮食积滞,饮食积滞型小儿厌食症,40.0
冠心病,脑动脉粥样硬化,0.0
高血压,甲亢,0.0
白细胞减少症,特指白细胞疾患,42.857142857142854
早泄、勃起功能障碍,早泄、阳痿,50.0
慢性乙肝,肝功能异常、肝硬化,12.5
高血压病、惊风抽搐症、口腔溃疡,高血压病、惊风抽搐症、中耳炎,75.0
头晕,需要,0.0
结膜炎,过敏性结膜炎,50.0
焦虑症,考试焦虑,50.0
乙肝,肝硬化,33.33333333333333
糖尿病,高血糖,33.33333333333333
性功能障碍,勃起功能障碍,66.66666666666666
 角膜炎,高血压病,0.0
贫血,补血补气,25.0
消化不良,胃肠功能紊乱,0.0
肝炎,经常有应酬，会喝点酒，用于保健肝。,7.142857142857142
心绞痛 支气管炎 慢性肝炎,稳定型心绞痛、肝功能异常、肺气肿、咳嗽,31.25
冠心病,胸痛,0.0
类风湿性关节炎,急性风湿性心肌炎,50.0
鼻炎,常年性过敏性鼻炎、慢性鼻炎,16.666666666666664
糖尿病,高血糖,33.33333333333333
骨质疏松症,佝偻病,0.0
肾阳不足,耳鸣,0.0
肾虚证,肾虚,100.0
角膜炎,大泡性角膜炎,50.0
足癣,手癣,50.0
冠状动脉粥样硬化性心脏病,心力衰竭、心绞痛、心肌炎、冠状动脉粥样硬化性心脏病,54.54545454545454
泌尿道感染,小儿泌尿道感染,71.42857142857143
角膜炎,大泡性角膜炎,50.0
白发,有白发。,66.66666666666666
角膜炎,大泡性角膜炎,50.0
关节炎,疼痛,0.0
白细胞减少症,白细胞减少的疾病,62.5
脑神经损伤,神经损伤,100.0
性功能障碍,勃起功能障碍,66.66666666666666
慢性胃炎,慢性胃炎、骨炎,66.66666666666666
过敏性鼻炎,湿疹,0.0
癫痫,窦性心律不齐,0.0
癫痫,小儿癫痫,50.0
肝炎,面部长黄褐斑,0.0
开角型青光眼、高眼压症,开角型青光眼及高眼压症,90.9090909090909
糖尿病,高血糖,33.33333333333333
免疫缺陷病、哮喘,免疫缺陷病、小儿哮喘,77.77777777777779
癫痫,窦性心律不齐,0.0
阿尔滋海默z痴呆,血管性痴呆,40.0
带状疱疹,免疫缺陷病,0.0
心力衰竭， 中风,心律失常,25.0
阴道炎,真菌感染,0.0
癫痫,窦性心律不齐,0.0
前列腺增生,慢性前列腺炎,50.0
缺铁性贫血,贫血,100.0
脑梗死后遗症,慢性脑血管病后遗症,44.44444444444444
癫痫,小儿癫痫,50.0
银屑病 阳痿,银屑病,100.0
脑梗死后遗症,脑血管病后遗症,57.14285714285714
胸痛,心绞痛,33.33333333333333
腰肌劳损,腰椎间盘突出,16.666666666666664
阴道炎 ,小儿痱毒,0.0
脾胃湿盛 ,脾胃湿盛,100.0
过敏性鼻炎,常年性及季节性过敏性鼻炎,41.66666666666667
帕金森综合征,帕金森氏病、帕金森综合征,54.54545454545454
免疫缺陷病、脑血管病、哮喘,免疫缺陷病、脑血管病、小儿哮喘,84.61538461538461
痛风、骨关节炎、子宫内膜异位症,痛风性关节炎、骨关节炎、子宫内膜异位症,76.47058823529412
肥胖,减肥,50.0
雌激素缺乏症,性雌激素缺乏症,85.71428571428571
乙型肝炎,乙肝,100.0
脑梗塞,脑血管病,25.0
焦虑症 ,焦虑症 高血压,50.0
心力衰竭,慢性心力衰竭,66.66666666666666
高血压,甲亢,0.0
足癣,脚气,0.0
痛风,痛风性滑囊炎,33.33333333333333
骨质疏松症,甲状旁腺功能低下,0.0
帕金森病、子宫肌瘤,帕金森病性痴呆、子宫肌瘤,72.72727272727273
肾虚，,睡眠不好，多梦,0.0
糖尿病,高血糖,33.33333333333333
阴道炎,支原体感染,0.0
老年性痴呆,痴呆,100.0
;急性支气管炎,急性咽喉炎;急性支气管炎,54.54545454545454
肾虚,肾虚，,100.0
心力衰竭,心衰,100.0
糖尿病,高血糖,33.33333333333333
慢性乙肝,酒精肝,33.33333333333333
脑梗死,其它,0.0
骨关节炎,半月板受伤,0.0
肾气不足证,肾虚精亏症,20.0
胃炎,小儿胃炎,50.0
慢性肝炎、房性早搏,酒精肝、房性早搏,85.71428571428571
高血压病,稳定型心绞痛,0.0
皮肤创面,痤疮,0.0
冠心病,胸痛,0.0
性功能障碍,勃起功能障碍,66.66666666666666
支气管炎 ,儿童反复呼吸道感染,0.0
角膜炎、干眼症,角膜炎、干眼综合征,62.5
糖尿病 ,高血糖,33.33333333333333
老年性痴呆症,痴呆,100.0
前列腺增生,排尿困难,0.0
糖尿病,高血糖,33.33333333333333
毛囊炎；头皮糠疹,毛囊炎,100.0
糖尿病,高血糖,33.33333333333333
毛囊炎；头皮糠疹；痤疮,毛囊炎；头皮糠疹,100.0
乙肝,乙肝病毒,50.0
脾虚湿滞证,脾虚湿滞,100.0
高血压病,心绞痛,0.0
鼻出血,黄褐斑,0.0
关节痛,腱鞘炎 关节痛,50.0
脑血栓,脑卒中后遗症,16.666666666666664
糖尿病,高血糖,33.33333333333333
低钾血症,窦性心律不齐,0.0
消化不良,佝偻病,0.0
皮肤创面，疤痕,皮肤创面,100.0
支气管炎,痰热阻肺证,0.0
2型糖尿病,高血糖,33.33333333333333
骨质疏松,骨痛,50.0
肾阴亏损 ,肾阴虚,66.66666666666666
慢性胃炎,胃炎,100.0
鼻出血,黄褐斑,0.0
脑血管病,高血压脑病,60.0
糖尿病,高血糖,33.33333333333333
脑梗死,脑梗,100.0
营养不良,食欲缺乏,0.0
脑外伤后遗症,语言发育迟缓,0.0
糖尿病,高血糖,33.33333333333333
糖尿病,高血糖,33.33333333333333
骨质疏松,股骨颈滑膜疝窝,14.285714285714285
过敏性鼻炎   急性鼻窦炎,过敏性鼻炎   鼻窦炎,100.0
多动症,小儿多动症,60.0
关节炎,腰腿关节痛,40.0
性功能障碍,勃起功能障碍,66.66666666666666
骨质疏松,股骨颈滑膜疝窝,14.285714285714285
腰肌劳损,腰痛,50.0
高血压病  高脂血症,高血压,100.0
风湿性关节炎,腰椎间盘突出症,0.0
气阴两虚症,心气阴两虚症,83.33333333333334
乙型肝炎,慢性肝炎,50.0
肾虚,没,0.0
肝炎,皮肤有点发黄,0.0
带状疱疹神经痛、周围神经病变,痛性肌痉挛、周围神经病变,72.72727272727273
角膜炎、干燥综合征,干眼症、角膜炎、干燥综合征,72.72727272727273
性功能障碍、静脉炎后综合征,肺动脉高压、静脉炎后综合征,58.333333333333336
高血压 ,心绞痛,0.0
关节炎,类风湿性关节炎、骨关节炎,27.27272727272727
性功能障碍,勃起功能障碍,66.66666666666666
脚癣,香港脚,33.33333333333333
自免性早期肝硬化,自免性旱期肝硬化,87.5
性功能障碍,勃起困难、举而不坚,0.0
气管炎,鼻窦炎,33.33333333333333
头晕,贫血,0.0
2型糖尿病,2型糖尿病、糖尿病,62.5
类风湿性关节炎、冠心病、心肌炎、前列腺炎,类风湿性关节炎、胸痛、心肌炎、前列腺增生,82.35294117647058
肾虚,高血压,0.0
脑梗塞,肢体麻木、脑血栓,14.285714285714285
干燥综合征,干眼综合征,80.0
强直性脊柱炎,关节痛,0.0
感冒,小儿感冒,50.0
胃炎,慢性胃炎,50.0
饮食积滞,饮食积滞型小儿厌食症,40.0
冠心病，高血压病,高血压;冠心病，高血压病,70.0
肾炎综合症,排斥反应,0.0
流感,感冒,50.0
支气管炎,肺大泡,0.0
肥胖症,肥胖,100.0
睡眠障碍,入睡障碍性失眠,57.14285714285714
2型糖尿病,高血糖,33.33333333333333
气血两虚,贫血,50.0
急性扁桃体炎,肺胃热盛证,0.0
阳痿,早泄,0.0
淋巴结炎,淋巴癌、淋巴结炎,57.14285714285714
勃起功能障碍，早泄,勃起功能障碍,100.0
癫痫,小儿癫痫,50.0
心绞痛,冠状动脉血栓形成,0.0
脑梗塞,脑血管病,25.0
癫痫,继发性癫痫,40.0
记忆力减退,多梦，神疲乏力，记忆力减退,45.45454545454545
高血压病,高血压病、血压高,57.14285714285714
慢性肝炎,酒精肝,33.33333333333333
结膜炎,眼睛有点红,0.0
冠心病,胸痛、心绞痛,20.0
流感,感冒,50.0
湿疹、,湿疹、痛风、脂溢性皮炎,22.22222222222222
湿疹,痢疾,0.0
2型糖尿病、,2型糖尿病、高血糖,62.5
银屑病,皮肤问题,0.0
糖尿病,高血糖,33.33333333333333
糖尿病,高血糖,33.33333333333333
脑血栓,脑血管病,50.0
糖尿病,高血糖,33.33333333333333
肾虚,腰膝酸痛,0.0
糖尿病,高血糖,33.33333333333333
糖尿病,高血糖,33.33333333333333
紧张性头痛、性功能障碍,紧张性头痛、头痛,71.42857142857143
冠心病,动脉粥样硬化,0.0
脑血栓,脑血管病,50.0
呼吸道感染,急性发烧,0.0
癫痫,窦性心律不齐,0.0
角膜溃疡,大泡性角膜炎,33.33333333333333
痛风,胃酸,0.0
性功能障碍,勃起功能障碍,66.66666666666666
2型糖尿病,2型糖尿病、高血糖,62.5
癫痫,小儿癫痫,50.0
性功能障碍、溃疡性结肠炎、胃溃疡,男性勃起功能障碍、溃疡性结肠炎、胃溃疡,82.35294117647058
癫痫,小儿癫痫,50.0
糖尿病,高血糖,33.33333333333333
骨质疏松,甲状旁腺功能低下,0.0
胃溃疡,胃炎,50.0
糖尿病,高血糖,33.33333333333333
肝硬化,酒精肝,33.33333333333333
弱精子症    肾虚,弱精子症,100.0
慢性肝炎,肝硬化,33.33333333333333
消化不良,胃肠功能紊乱,0.0
荨麻疹,寻麻疹,66.66666666666666
哮喘,肺气肿,0.0
 脱发 ,脂溢性皮炎 脱发 ,28.57142857142857
角膜炎过敏性鼻炎,角膜炎、小儿过敏性鼻炎,80.0
热毒壅盛,肾病、处方药  肾病,0.0
宫颈糜烂,HPV感染,0.0
失眠,神经衰弱,0.0
荨麻疹,湿疹、自身免疫病、荨麻疹,30.0
肝炎 咽炎,热毒壅盛,0.0
急性咽喉炎、糖尿病、烧伤、关节,急性咽喉炎、糖尿病、烧伤、关节炎、关节痛,75.0
性功能障碍、高血压，前列腺增生,勃起功能障碍、心绞痛、前列腺增生,64.28571428571429
肾阴虚,睡觉出汗,0.0
胃炎,胃酸,50.0
肝肾不足,神经衰弱,0.0
肿瘤,气管肿瘤,50.0
前列腺咋增生,排尿困难,0.0
前列腺增生,前列腺咋增生,83.33333333333334
前列腺增生症,排尿困难,0.0
视网膜病变,飞蚊症,0.0
痛风,痛风、高尿酸血症,28.57142857142857
扭伤,神经痛,0.0
强制性脊柱炎,强制性脊柱炎、强直性脊柱炎,50.0
视疲劳,用于早期老年性白内障,0.0
急性上呼吸道感染,急性上呼吸道感染;急性支气管炎,57.14285714285714
精神分裂症,脚动过不停,0.0
勃起功能障碍,男性勃起功能障碍、早泄、勃起功能障碍,37.5
头痛、脑梗塞,咽痛、脑血管病,33.33333333333333
呼吸道感染,儿童反复呼吸道感染,55.55555555555556
消化不良,胃溃疡,0.0
慢性乙肝,肝硬化,33.33333333333333
气虚,补血补气,25.0
脑梗塞,轻脑梗,66.66666666666666
白细胞减少,特指白细胞疾患,42.857142857142854
扁桃体炎,胆管炎,33.33333333333333
风湿性关节炎,疼痛,0.0
阴囊炎,跨间两侧经常潮湿，会有异味,0.0
贫血,耳鸣,0.0
癫痫,小儿癫痫,50.0
急性咽喉炎,乳腺炎,33.33333333333333
消化不良,胃肠功能紊乱,0.0
骨质疏松 ,骨刺,50.0
失眠证,肝郁气滞证,20.0
胆汁郁积,胆管炎,33.33333333333333
脑梗塞,脑卒中后遗症,16.666666666666664
脂肪肝,混合性高脂血症,14.285714285714285
失眠,神经衰弱,0.0
巨幼红细胞性贫血、2型糖尿病,巨幼红细胞性贫血、高血糖,81.81818181818183
脑梗塞，冠心病,血管性痴呆、心绞痛,12.5
痛风,痛风性滑囊炎,33.33333333333333
老年性白内障,用于早期老年性白内障,60.0
扁桃体炎,皮肤脓肿,0.0
围绝经期综合症,雌激素减少,0.0
勃起功能障碍,早泄,0.0
肾阳虚,勃起功能障碍,0.0
阴道炎,霉菌性尿道炎,33.33333333333333
皮肤溃疡,蜂窝织炎,0.0
高血压病、,高血压病、心绞痛,57.14285714285714
单纯疱疹,毛囊炎,0.0
腰间盘突出，急性支气管炎;痛风;失眠,腰间盘突出，急性支气管炎;痛风;睡眠障碍,82.35294117647058
脑血栓,脑血管病,50.0
过敏性鼻炎,慢性鼻炎,75.0
非瓣膜性房颤,人非瓣膜性房颤,85.71428571428571
糖尿病,高血糖,33.33333333333333
哮喘、癫痫,哮喘、小儿癫痫,66.66666666666666
糖尿病,高血糖,33.33333333333333
月经不规则,月经不调,75.0
肾移植术后,脊髓炎,0.0
尿路感染,急性尿道炎,20.0
糖尿病,高血糖,33.33333333333333
肺炎；肺肾两虚,肾病、处方药  肾病,14.285714285714285
月经不规则,月经不调,75.0
支气管哮喘,哮喘、支气管哮喘,71.42857142857143
脾胃虚弱,消食健胃,25.0
荨麻疹,瘙痒症,0.0
消化不良,消食健胃,25.0
月经不规则,闭经,50.0
胃肠功能紊乱；消化不良,胃肠功能紊乱,100.0
胃溃疡,小儿胃炎、胃溃疡,42.857142857142854
失眠,神经衰弱,0.0
2型糖尿病,2型糖尿病、高血糖,62.5
失眠,神经衰弱,0.0
肥胖症,减肥,50.0
消化不良,胃肠功能紊乱,0.0
消化不良,胃炎,0.0
血尿,尿血,50.0
2型糖尿病 骨质疏松症,2型糖尿病,100.0
冠心病,胸痛,0.0
肝炎,湿气太重,0.0
结膜炎,眼睛,0.0
肾阴亏损,多汗,0.0
癫痫,小儿癫痫,50.0
肺炎、流感,肺炎、感冒病,60.0
失眠,神经衰弱,0.0
哮喘,咳嗽,0.0
腹水,肝腹水,66.66666666666666
乙型肝炎,肝硬化,33.33333333333333
干眼症,干燥综合征,20.0
2型糖尿病、心律失常、类风湿性关节炎、高血压病,2型糖尿病、心律失常、类风湿性关节炎、高血糖、高血压病,86.95652173913044
癫痫,小儿癫痫,50.0
慢性肝炎,脂肪肝,33.33333333333333
银屑病；皮炎,银屑病,100.0
支气管炎、急性咽喉炎,支气管炎、口腔粘膜溃疡,40.0
抑郁症,焦虑症,33.33333333333333
2型糖尿病、糖尿病眼底病变 骨质疏松,2型糖尿病、补充钙、眼神精病变,69.23076923076923
胃溃疡    脑梗塞,胃炎、脑血管病、慢性浅表性胃炎,15.384615384615385
胃炎,小儿胃炎,50.0
肾阴亏损,肾阴亏损-，腰膝酸软,50.0
抽动秽语综合征,脚动过不停,20.0
慢性盆腔炎,女性盆腔炎,80.0
精神分裂症,脚动过不停,0.0
跌打损伤,肩周炎,0.0
精神分裂症,脚动过不停,0.0
失眠,失眠多梦,50.0
冠心病,心肌炎,33.33333333333333
失眠,失眠多梦头扁,33.33333333333333
高血压,高血压病、继发性高血压,30.0
精神分裂症,脚动过不停,0.0
类风湿性关节炎、慢性肝炎,类风湿性关节炎、肝功能异常,66.66666666666666
精神分裂症,脚动过不停,0.0
